Frequency (Hz)	Level (dB)
5167.968750	-66.704483
5211.035156	-66.437195
5254.101562	-64.484612
5297.167969	-64.329628
5340.234375	-66.884850
5383.300781	-70.353737
5426.367188	-71.696198
5469.433594	-68.193977
5512.500000	-66.123833
5555.566406	-68.073730
5598.632812	-72.326073
5641.699219	-72.198738
5684.765625	-69.659744
5727.832031	-71.394577
5770.898438	-72.000519
5813.964844	-72.471039
5857.031250	-74.487946
5900.097656	-76.739502
5943.164062	-75.833443
5986.230469	-74.751320
6029.296875	-75.195152
6072.363281	-74.273376
6115.429688	-74.095070
6158.496094	-74.963242
6201.562500	-75.160492
6244.628906	-72.028694
6287.695312	-72.723206
6330.761719	-73.983978
6373.828125	-74.583351
6416.894531	-74.846527
6459.960938	-73.513702
6503.027344	-70.801605
6546.093750	-71.792099
6589.160156	-74.009232
6632.226562	-74.612778
6675.292969	-77.400421
6718.359375	-76.359589
6761.425781	-75.362648
6804.492188	-76.147095
6847.558594	-77.641861
6890.625000	-77.465805
6933.691406	-74.824287
6976.757812	-75.251244
7019.824219	-77.126518
7062.890625	-76.723114
7105.957031	-73.741806
7149.023438	-73.295723
7192.089844	-73.994133
7235.156250	-72.873802
7278.222656	-73.657784
7321.289062	-73.160660
7364.355469	-70.991219
7407.421875	-70.502853
7450.488281	-71.917038
7493.554688	-74.209854
7536.621094	-72.816360
7579.687500	-71.525719
7622.753906	-71.982307
7665.820312	-74.069511
7708.886719	-73.472008
7751.953125	-74.157181
7795.019531	-74.045959
7838.085938	-73.268684
7881.152344	-74.016357
7924.218750	-76.261726
7967.285156	-75.161743
8010.351562	-73.273109
8053.417969	-74.476524
8096.484375	-76.165710
8139.550781	-78.431847
8182.617188	-77.683174
8225.683594	-77.036606
8268.750000	-76.558167
8311.816406	-78.965363
8354.882812	-79.868393
8397.949219	-79.288872
8441.015625	-77.833458
8484.082031	-78.425323
8527.148438	-79.677193
8570.214844	-80.791588
8613.281250	-79.107033
8656.347656	-79.340500
8699.414062	-79.380264
8742.480469	-80.470856
8785.546875	-80.609230
8828.613281	-78.852264
8871.679688	-76.830994
8914.746094	-76.284355
8957.812500	-79.383400
9000.878906	-79.707649
9043.945312	-77.185013
9087.011719	-76.882187
9130.078125	-78.855133
9173.144531	-80.506203
9216.210938	-79.718231
9259.277344	-80.126137
9302.343750	-81.064682
9345.410156	-80.609543
9388.476562	-80.479530
9431.542969	-83.493729
9474.609375	-81.390594
9517.675781	-80.067642
9560.742188	-81.529106
9603.808594	-84.815231
9646.875000	-85.926514
9689.941406	-84.132591
9733.007812	-84.514343
9776.074219	-84.874527
9819.140625	-85.528320
9862.207031	-85.327148
9905.273438	-82.956566
9948.339844	-80.496712
9991.406250	-82.295326
10034.472656	-85.199638
10077.539062	-81.804619
10120.605469	-80.874474
10163.671875	-81.645164
10206.738281	-83.235992
10249.804688	-84.841110
10292.871094	-84.694519
10335.937500	-83.745499
10379.003906	-82.541718
10422.070312	-83.746681
10465.136719	-88.184555
10508.203125	-87.143463
10551.269531	-85.000366
10594.335938	-84.005325
10637.402344	-84.494446
10680.468750	-87.569748
10723.535156	-86.859138
10766.601562	-86.975815
10809.667969	-89.678093
10852.734375	-91.284103
10895.800781	-91.879524
10938.867188	-90.876152
10981.933594	-88.933601
11025.000000	-87.634758
11068.066406	-88.882004
11111.132812	-88.707985
11154.199219	-86.606148
11197.265625	-87.132637
11240.332031	-87.877716
11283.398438	-88.152046
11326.464844	-88.460815
11369.531250	-89.005051
11412.597656	-89.058929
11455.664062	-88.052979
11498.730469	-88.965164
11541.796875	-87.877144
11584.863281	-87.350800
11627.929688	-87.924377
11670.996094	-90.453079
11714.062500	-88.642532
11757.128906	-85.686150
11800.195312	-86.292000
11843.261719	-88.740707
11886.328125	-91.344780
11929.394531	-89.575920
11972.460938	-87.019753
12015.527344	-87.914307
12058.593750	-89.083206
12101.660156	-89.818710
12144.726562	-89.047745
12187.792969	-86.817032
12230.859375	-86.797012
12273.925781	-89.823296
12316.992188	-90.371071
12360.058594	-88.291718
12403.125000	-86.646141
12446.191406	-88.337845
12489.257812	-89.266090
12532.324219	-88.708359
12575.390625	-88.558105
12618.457031	-85.945648
12661.523438	-85.189507
12704.589844	-87.578972
12747.656250	-90.210838
12790.722656	-88.104324
12833.789062	-87.682304
12876.855469	-88.797783
12919.921875	-89.320854
12962.988281	-89.278717
13006.054688	-87.487099
13049.121094	-88.246918
13092.187500	-86.859200
13135.253906	-87.973083
13178.320312	-89.490623
13221.386719	-88.758453
13264.453125	-88.022682
13307.519531	-86.861450
13350.585938	-89.339836
