Frequency (Hz)	Level (dB)
6287.695312	-74.982468
6330.761719	-71.913528
6373.828125	-71.861252
6416.894531	-72.721672
6459.960938	-71.957397
6503.027344	-75.028946
6546.093750	-76.648056
6589.160156	-73.359665
6632.226562	-72.920418
6675.292969	-73.562042
6718.359375	-74.544693
6761.425781	-77.617134
6804.492188	-76.109291
6847.558594	-76.277161
6890.625000	-76.173218
6933.691406	-76.669502
6976.757812	-74.400681
7019.824219	-73.248085
7062.890625	-76.628448
7105.957031	-77.207184
7149.023438	-76.613976
7192.089844	-77.097168
7235.156250	-74.194633
7278.222656	-73.017563
7321.289062	-73.318649
7364.355469	-74.226746
7407.421875	-73.478706
7450.488281	-71.554016
7493.554688	-71.141594
7536.621094	-72.685745
7579.687500	-74.582893
7622.753906	-74.477913
7665.820312	-74.631332
7708.886719	-74.068718
7751.953125	-72.774025
7795.019531	-72.793800
7838.085938	-73.764458
7881.152344	-73.809906
7924.218750	-73.781624
7967.285156	-73.977318
8010.351562	-72.585022
8053.417969	-73.416092
8096.484375	-73.675316
8139.550781	-72.833344
8182.617188	-72.733414
8225.683594	-75.624496
8268.750000	-76.292480
8311.816406	-75.273613
8354.882812	-75.687065
8397.949219	-76.416458
8441.015625	-76.753365
8484.082031	-77.561073
8527.148438	-78.005272
8570.214844	-75.585175
8613.281250	-77.358810
8656.347656	-79.789108
8699.414062	-81.643990
8742.480469	-80.211449
8785.546875	-78.548370
8828.613281	-79.946930
8871.679688	-82.350662
8914.746094	-80.982124
8957.812500	-78.007645
9000.878906	-78.490120
9043.945312	-79.869965
9087.011719	-79.026016
9130.078125	-80.839798
9173.144531	-81.714462
9216.210938	-80.374916
9259.277344	-79.659615
9302.343750	-81.386681
9345.410156	-83.816673
9388.476562	-79.289307
9431.542969	-77.461334
9474.609375	-78.778969
9517.675781	-81.438629
9560.742188	-82.733475
9603.808594	-79.915619
9646.875000	-80.238495
9689.941406	-82.343224
9733.007812	-81.269218
9776.074219	-81.244186
9819.140625	-80.830757
9862.207031	-81.375084
9905.273438	-82.019547
9948.339844	-81.926735
9991.406250	-82.945488
10034.472656	-81.573967
10077.539062	-81.651718
10120.605469	-82.854118
10163.671875	-83.593658
10206.738281	-86.517159
10249.804688	-86.871613
10292.871094	-84.696205
10335.937500	-86.225632
10379.003906	-87.067741
10422.070312	-86.561432
10465.136719	-85.796585
10508.203125	-87.027122
10551.269531	-87.637070
10594.335938	-89.052170
10637.402344	-87.211128
10680.468750	-87.630203
10723.535156	-87.345367
10766.601562	-88.088112
10809.667969	-88.053177
10852.734375	-85.609894
10895.800781	-86.222115
10938.867188	-86.444054
10981.933594	-87.821556
11025.000000	-87.696159
11068.066406	-85.611465
11111.132812	-84.256187
11154.199219	-84.623299
11197.265625	-87.515991
11240.332031	-87.620102
11283.398438	-86.640434
11326.464844	-86.426620
11369.531250	-84.971153
11412.597656	-86.272446
11455.664062	-88.840973
11498.730469	-86.863213
11541.796875	-85.116806
11584.863281	-86.389626
11627.929688	-89.268463
11670.996094	-90.102493
11714.062500	-88.650536
11757.128906	-86.133194
11800.195312	-86.366409
11843.261719	-89.532951
11886.328125	-91.434532
11929.394531	-88.207748
11972.460938	-88.130638
12015.527344	-90.681252
12058.593750	-91.837364
12101.660156	-92.070267
12144.726562	-90.790871
12187.792969	-88.008102
12230.859375	-86.335518
12273.925781	-88.218521
12316.992188	-87.938370
12360.058594	-88.519173
12403.125000	-89.433151
12446.191406	-89.594833
12489.257812	-89.190880
12532.324219	-88.147934
12575.390625	-88.571198
12618.457031	-87.207184
12661.523438	-87.725334
12704.589844	-88.863914
12747.656250	-89.042946
12790.722656	-87.624702
12833.789062	-86.788391
12876.855469	-88.633362
12919.921875	-90.344696
12962.988281	-87.857094
13006.054688	-85.387901
13049.121094	-87.294853
13092.187500	-89.530869
13135.253906	-88.685219
13178.320312	-89.286369
13221.386719	-89.605766
13264.453125	-88.095978
13307.519531	-88.521980
13350.585938	-89.884247
13393.652344	-90.409805
13436.718750	-90.734306
13479.785156	-89.590866
13522.851562	-90.319557
13565.917969	-91.648483
13608.984375	-90.805130
13652.050781	-90.576035
13695.117188	-89.740799
13738.183594	-91.292618
13781.250000	-92.214584
13824.316406	-91.235001
13867.382812	-91.452087
13910.449219	-90.715973
13953.515625	-89.978943
13996.582031	-91.652405
14039.648438	-93.811707
14082.714844	-92.718353
14125.781250	-91.295120
14168.847656	-91.723923
14211.914062	-93.807411
14254.980469	-94.598541
14298.046875	-94.410637
14341.113281	-93.602921
14384.179688	-94.465553
14427.246094	-96.720657
14470.312500	-95.805855
14513.378906	-94.425758
14556.445312	-95.363518
14599.511719	-95.280220
14642.578125	-95.337524
14685.644531	-97.473946
14728.710938	-96.125282
14771.777344	-94.523010
14814.843750	-94.851349
14857.910156	-96.151649
14900.976562	-98.100739
14944.042969	-95.626015
14987.109375	-94.616737
15030.175781	-96.848022
15073.242188	-99.481827
15116.308594	-96.538132
15159.375000	-95.108826
15202.441406	-97.819572
15245.507812	-98.776230
15288.574219	-97.027061
15331.640625	-98.498489
15374.707031	-99.316299
15417.773438	-97.370140
15460.839844	-97.726669
15503.906250	-99.856682
15546.972656	-99.265350
15590.039062	-97.400162
15633.105469	-98.050674
15676.171875	-100.591621
15719.238281	-99.058006
15762.304688	-98.493324
15805.371094	-99.281776
15848.437500	-100.309731
15891.503906	-99.991013
15934.570312	-98.926186
15977.636719	-99.196442
16020.703125	-99.877037
16063.769531	-99.566536
16106.835938	-99.575676
16149.902344	-100.382591
16192.968750	-100.709000
16236.035156	-99.224152
16279.101562	-99.177734
16322.167969	-100.838577
16365.234375	-100.947647
16408.300781	-99.433350
16451.367188	-99.111641
16494.433594	-100.821930
16537.500000	-101.473610
16580.566406	-100.419907
16623.632812	-100.303612
16666.699219	-101.409111
16709.765625	-101.223381
16752.832031	-100.620827
16795.898438	-101.738571
16838.964844	-102.881554
16882.031250	-101.595741
16925.097656	-101.135834
16968.164062	-102.707710
17011.230469	-102.435471
17054.296875	-101.416916
17097.363281	-102.081322
17140.429688	-103.163200
17183.496094	-102.251503
17226.562500	-101.677887
17269.628906	-101.813484
17312.695312	-102.407547
17355.761719	-102.137833
17398.828125	-101.244049
17441.894531	-102.581322
17484.960938	-103.237442
17528.027344	-102.296288
17571.093750	-101.542328
17614.160156	-102.561607
17657.226562	-103.469810
17700.292969	-102.422943
17743.359375	-102.432968
17786.425781	-103.625137
17829.492188	-103.411255
17872.558594	-102.545578
17915.625000	-102.818184
17958.691406	-103.395706
18001.757812	-103.041519
18044.824219	-103.026138
18087.890625	-103.540138
18130.957031	-103.948128
18174.023438	-103.227478
18217.089844	-102.624695
18260.156250	-103.416428
18303.222656	-103.904594
18346.289062	-103.602158
18389.355469	-103.628983
18432.421875	-104.027496
18475.488281	-103.993828
18518.554688	-103.579346
18561.621094	-103.834976
18604.687500	-104.276108
18647.753906	-104.540352
18690.820312	-104.278938
18733.886719	-104.699944
18776.953125	-105.001831
18820.019531	-104.546799
18863.085938	-104.565758
18906.152344	-105.011673
18949.218750	-105.130264
18992.285156	-104.747948
19035.351562	-104.842651
19078.417969	-105.095261
19121.484375	-105.191872
19164.550781	-105.010780
19207.617188	-105.023643
19250.683594	-105.414337
19293.750000	-105.363358
19336.816406	-105.301308
19379.882812	-105.434898
19422.949219	-105.428329
19466.015625	-105.238846
19509.082031	-105.376328
19552.148438	-105.504097
19595.214844	-105.545792
19638.281250	-105.434654
19681.347656	-105.544044
19724.414062	-105.069092
19767.480469	-103.840622
19810.546875	-105.094070
19853.613281	-105.412086
19896.679688	-105.459976
19939.746094	-105.485107
19982.812500	-105.526260
20025.878906	-105.699356
20068.945312	-104.906662
20112.011719	-104.890923
20155.078125	-105.545349
20198.144531	-104.380386
20241.210938	-105.441383
20284.277344	-106.156326
20327.343750	-106.257416
20370.410156	-106.505997
20413.476562	-106.543350
20456.542969	-106.621559
20499.609375	-106.830772
20542.675781	-106.946404
20585.742188	-107.069733
20628.808594	-107.298340
20671.875000	-107.485313
20714.941406	-107.624977
20758.007812	-107.800728
20801.074219	-107.912445
20844.140625	-108.178307
20887.207031	-108.499969
20930.273438	-108.726883
20973.339844	-108.910728
21016.406250	-109.245964
21059.472656	-109.465462
21102.539062	-109.668259
21145.605469	-110.050819
21188.671875	-110.279022
21231.738281	-110.728577
21274.804688	-111.143547
21317.871094	-111.339966
21360.937500	-111.640762
21404.003906	-112.068962
21447.070312	-112.386391
21490.136719	-112.875854
21533.203125	-113.172165
21576.269531	-113.428383
21619.335938	-113.790848
21662.402344	-114.089760
21705.468750	-114.553261
21748.535156	-114.872406
21791.601562	-115.146645
21834.667969	-115.483253
21877.734375	-115.558151
21920.800781	-115.796303
21963.867188	-115.992081
22006.933594	-116.027000
