Frequency (Hz)	Level (dB)
9474.609375	-82.267868
9517.675781	-83.906052
9560.742188	-84.626831
9603.808594	-84.410042
9646.875000	-84.090195
9689.941406	-80.606110
9733.007812	-79.208260
9776.074219	-81.627983
9819.140625	-83.744484
9862.207031	-82.796837
9905.273438	-80.320763
9948.339844	-79.969231
9991.406250	-81.949501
10034.472656	-83.946678
10077.539062	-83.934723
10120.605469	-83.109459
10163.671875	-81.992332
10206.738281	-83.293648
10249.804688	-83.813446
10292.871094	-84.396866
10335.937500	-84.392693
10379.003906	-83.094780
10422.070312	-82.586845
10465.136719	-86.923042
10508.203125	-86.502541
10551.269531	-84.744553
10594.335938	-86.751999
10637.402344	-89.873627
10680.468750	-90.212387
10723.535156	-90.094330
10766.601562	-89.374504
10809.667969	-86.680878
10852.734375	-86.653687
10895.800781	-90.619202
10938.867188	-89.613220
10981.933594	-87.748924
11025.000000	-88.478020
11068.066406	-89.043182
11111.132812	-88.948967
11154.199219	-88.732307
11197.265625	-90.058113
11240.332031	-89.080582
11283.398438	-90.258736
11326.464844	-92.516029
11369.531250	-90.495888
11412.597656	-87.842758
11455.664062	-87.068581
11498.730469	-87.920105
11541.796875	-90.042114
11584.863281	-87.886116
11627.929688	-88.275215
11670.996094	-89.358932
11714.062500	-89.911461
11757.128906	-87.593460
11800.195312	-86.846497
11843.261719	-87.553986
11886.328125	-86.118172
11929.394531	-87.480530
11972.460938	-89.473808
12015.527344	-85.908546
12058.593750	-86.053650
12101.660156	-90.038109
12144.726562	-91.168091
12187.792969	-86.377289
12230.859375	-84.534332
12273.925781	-87.511421
12316.992188	-91.132462
12360.058594	-88.882988
12403.125000	-89.260216
12446.191406	-89.762634
12489.257812	-89.532181
12532.324219	-89.453979
12575.390625	-91.460144
12618.457031	-91.664207
12661.523438	-91.585907
12704.589844	-93.028709
12747.656250	-92.868279
12790.722656	-91.895386
12833.789062	-90.145271
12876.855469	-92.205132
12919.921875	-90.427101
12962.988281	-91.460815
13006.054688	-92.558556
13049.121094	-91.892860
13092.187500	-88.698547
13135.253906	-90.074699
13178.320312	-91.296661
13221.386719	-89.759277
13264.453125	-88.265091
13307.519531	-88.769287
13350.585938	-89.913567
13393.652344	-90.665565
13436.718750	-88.845322
13479.785156	-90.059738
13522.851562	-89.691231
13565.917969	-90.159775
13608.984375	-91.385422
13652.050781	-90.456657
13695.117188	-89.913597
13738.183594	-91.142731
13781.250000	-91.021736
13824.316406	-90.716774
13867.382812	-92.062111
13910.449219	-91.163788
13953.515625	-91.753433
13996.582031	-94.006363
14039.648438	-94.226837
14082.714844	-92.733536
14125.781250	-94.404091
14168.847656	-96.049431
14211.914062	-95.100761
14254.980469	-95.430305
14298.046875	-96.680382
14341.113281	-95.954208
14384.179688	-95.211914
14427.246094	-96.455544
14470.312500	-97.944351
14513.378906	-98.216408
14556.445312	-97.770958
14599.511719	-96.776146
14642.578125	-97.267815
14685.644531	-98.864716
14728.710938	-98.563286
14771.777344	-96.857040
14814.843750	-96.170105
14857.910156	-97.701973
14900.976562	-97.746674
14944.042969	-97.755020
14987.109375	-95.976646
15030.175781	-94.812187
15073.242188	-97.318901
15116.308594	-99.563683
15159.375000	-97.757973
15202.441406	-96.611305
15245.507812	-97.660622
15288.574219	-97.956970
15331.640625	-97.727844
15374.707031	-98.931335
15417.773438	-96.917549
15460.839844	-96.828453
15503.906250	-99.841690
15546.972656	-99.663643
15590.039062	-98.740547
15633.105469	-98.983994
15676.171875	-100.052719
15719.238281	-100.100212
15762.304688	-100.949493
15805.371094	-100.423378
15848.437500	-100.044273
15891.503906	-101.395622
15934.570312	-101.136002
15977.636719	-100.505348
16020.703125	-101.827477
16063.769531	-101.783379
16106.835938	-101.123787
16149.902344	-101.683289
16192.968750	-102.405487
16236.035156	-101.658409
16279.101562	-102.066917
16322.167969	-102.528687
16365.234375	-103.169128
16408.300781	-103.070183
16451.367188	-102.765350
16494.433594	-102.878838
16537.500000	-102.780289
16580.566406	-102.851837
16623.632812	-102.591042
16666.699219	-102.239578
16709.765625	-102.510719
16752.832031	-102.686775
16795.898438	-102.251991
16838.964844	-102.495972
16882.031250	-101.908714
16925.097656	-102.354485
16968.164062	-102.674156
17011.230469	-102.517418
17054.296875	-102.134171
17097.363281	-102.747253
17140.429688	-103.088043
17183.496094	-102.426910
17226.562500	-102.720726
17269.628906	-103.695595
17312.695312	-103.294273
17355.761719	-103.088081
17398.828125	-103.386879
17441.894531	-103.856163
17484.960938	-104.216446
17528.027344	-104.224205
17571.093750	-104.135025
17614.160156	-103.879944
17657.226562	-103.805763
17700.292969	-104.029617
17743.359375	-104.350655
17786.425781	-104.802689
17829.492188	-104.827652
17872.558594	-104.923164
17915.625000	-104.843735
17958.691406	-104.541901
18001.757812	-103.834091
18044.824219	-104.641273
18087.890625	-104.816658
18130.957031	-104.542336
18174.023438	-104.697258
18217.089844	-104.752701
18260.156250	-104.759331
18303.222656	-104.812363
18346.289062	-105.128036
18389.355469	-104.914711
18432.421875	-104.818748
18475.488281	-104.755959
18518.554688	-104.709885
18561.621094	-104.897324
18604.687500	-105.061798
18647.753906	-105.138611
18690.820312	-105.069786
18733.886719	-105.093018
18776.953125	-104.983711
18820.019531	-105.179047
18863.085938	-105.222893
18906.152344	-105.148293
18949.218750	-105.146515
18992.285156	-105.181938
19035.351562	-105.184837
19078.417969	-105.407005
19121.484375	-105.534706
19164.550781	-105.654778
19207.617188	-105.676010
19250.683594	-105.628197
19293.750000	-105.620712
19336.816406	-105.761696
19379.882812	-105.737938
19422.949219	-105.654694
19466.015625	-105.632561
19509.082031	-105.591843
19552.148438	-105.477730
19595.214844	-105.527611
19638.281250	-105.475716
19681.347656	-105.715721
19724.414062	-105.766129
19767.480469	-105.595535
19810.546875	-105.528542
19853.613281	-105.406906
19896.679688	-105.616501
19939.746094	-105.865242
19982.812500	-105.896782
20025.878906	-105.930382
20068.945312	-105.711777
20112.011719	-104.394394
20155.078125	-105.388123
20198.144531	-106.182365
20241.210938	-106.183571
20284.277344	-106.496094
20327.343750	-106.461006
20370.410156	-106.651924
20413.476562	-106.738846
20456.542969	-106.589958
20499.609375	-107.095169
20542.675781	-107.264969
20585.742188	-107.696838
20628.808594	-107.660500
20671.875000	-107.764458
20714.941406	-107.906181
20758.007812	-107.918488
20801.074219	-108.023239
20844.140625	-108.071800
20887.207031	-108.314850
20930.273438	-108.578491
20973.339844	-108.973236
21016.406250	-109.115303
21059.472656	-109.556229
21102.539062	-109.663536
21145.605469	-109.832832
21188.671875	-110.222603
21231.738281	-110.740219
21274.804688	-111.295639
21317.871094	-111.672012
21360.937500	-112.017258
21404.003906	-112.145927
21447.070312	-112.507927
21490.136719	-112.874100
21533.203125	-113.224358
21576.269531	-113.538528
21619.335938	-114.214005
21662.402344	-114.861778
21705.468750	-115.024155
21748.535156	-115.368813
21791.601562	-116.114998
21834.667969	-116.225464
21877.734375	-116.141068
21920.800781	-116.019730
21963.867188	-116.379044
22006.933594	-116.210304
