Frequency (Hz)	Level (dB)
4091.308594	-70.734261
4134.375000	-70.181358
4177.441406	-71.022125
4220.507812	-71.470726
4263.574219	-73.320473
4306.640625	-70.619774
4349.707031	-66.972115
4392.773438	-67.941132
4435.839844	-73.175720
4478.906250	-71.652084
4521.972656	-69.301895
4565.039062	-70.019081
4608.105469	-70.055328
4651.171875	-70.667526
4694.238281	-68.803543
4737.304688	-70.434372
4780.371094	-70.743591
4823.437500	-70.914696
4866.503906	-69.644241
4909.570312	-69.692749
4952.636719	-68.419174
4995.703125	-69.442772
5038.769531	-73.255501
5081.835938	-75.691444
5124.902344	-71.779373
5167.968750	-70.992455
5211.035156	-70.837936
5254.101562	-69.585838
5297.167969	-67.538918
5340.234375	-68.932716
5383.300781	-70.079582
5426.367188	-70.217697
5469.433594	-73.108009
5512.500000	-70.923950
5555.566406	-67.798874
5598.632812	-68.348091
5641.699219	-71.870712
5684.765625	-71.036652
5727.832031	-69.790413
5770.898438	-71.535889
5813.964844	-70.752701
5857.031250	-73.595764
5900.097656	-74.267876
5943.164062	-71.531693
5986.230469	-70.699875
6029.296875	-69.984764
6072.363281	-70.496758
6115.429688	-72.406738
6158.496094	-71.002701
6201.562500	-71.290649
6244.628906	-70.188499
6287.695312	-71.950500
6330.761719	-75.253502
6373.828125	-73.192757
6416.894531	-72.369614
6459.960938	-71.722488
6503.027344	-71.620598
6546.093750	-74.548882
6589.160156	-73.759407
6632.226562	-72.526924
6675.292969	-73.248665
6718.359375	-74.073051
6761.425781	-73.662331
6804.492188	-72.156227
6847.558594	-72.946373
6890.625000	-73.663773
6933.691406	-73.263184
6976.757812	-72.487045
7019.824219	-75.438065
7062.890625	-77.057648
7105.957031	-74.453415
7149.023438	-76.243843
7192.089844	-78.246811
7235.156250	-76.089760
7278.222656	-75.807014
7321.289062	-74.381699
7364.355469	-74.817215
7407.421875	-77.093620
7450.488281	-75.744347
7493.554688	-75.386917
7536.621094	-76.360527
7579.687500	-75.083313
7622.753906	-76.184258
7665.820312	-80.234215
7708.886719	-79.312996
7751.953125	-75.696892
7795.019531	-75.677361
7838.085938	-76.847023
7881.152344	-78.391602
7924.218750	-74.531540
7967.285156	-72.632950
8010.351562	-74.828743
8053.417969	-79.033737
8096.484375	-78.175240
8139.550781	-75.095169
8182.617188	-74.375282
8225.683594	-75.988312
8268.750000	-77.702637
8311.816406	-78.007843
8354.882812	-76.278084
8397.949219	-75.503845
8441.015625	-75.026146
8484.082031	-76.504662
8527.148438	-79.644287
8570.214844	-77.652245
8613.281250	-76.407318
8656.347656	-77.561752
8699.414062	-79.261765
8742.480469	-81.425850
8785.546875	-80.300148
8828.613281	-77.348053
8871.679688	-78.229034
8914.746094	-80.292809
8957.812500	-81.805626
9000.878906	-81.521736
9043.945312	-82.179337
9087.011719	-81.865967
9130.078125	-82.328484
9173.144531	-83.654839
9216.210938	-83.847115
9259.277344	-83.232559
9302.343750	-85.282806
9345.410156	-87.769623
9388.476562	-85.551369
9431.542969	-83.418869
9474.609375	-84.858429
9517.675781	-85.081360
9560.742188	-84.506157
9603.808594	-89.374275
9646.875000	-88.634674
9689.941406	-86.767731
9733.007812	-86.590294
9776.074219	-86.266830
9819.140625	-86.359444
9862.207031	-84.611755
9905.273438	-84.700554
9948.339844	-85.836800
9991.406250	-86.257095
10034.472656	-87.290237
10077.539062	-83.893120
10120.605469	-84.069756
10163.671875	-84.954803
10206.738281	-85.785599
10249.804688	-87.958527
10292.871094	-84.578896
10335.937500	-82.856697
10379.003906	-83.004463
10422.070312	-83.910446
10465.136719	-86.660233
10508.203125	-85.450119
10551.269531	-83.473518
10594.335938	-84.823174
10637.402344	-87.243431
10680.468750	-90.490028
10723.535156	-86.900261
10766.601562	-84.429993
10809.667969	-85.678131
10852.734375	-86.406921
10895.800781	-88.375946
10938.867188	-89.859169
10981.933594	-86.134140
11025.000000	-85.418419
11068.066406	-89.152840
11111.132812	-90.840530
11154.199219	-88.129814
11197.265625	-88.393349
11240.332031	-92.092674
11283.398438	-91.366104
11326.464844	-88.004555
11369.531250	-89.181679
11412.597656	-89.457306
11455.664062	-90.393921
11498.730469	-93.208130
11541.796875	-89.257439
11584.863281	-89.190964
11627.929688	-91.876778
11670.996094	-93.006111
11714.062500	-92.771423
11757.128906	-90.253777
11800.195312	-88.325577
11843.261719	-88.945396
11886.328125	-91.339615
11929.394531	-91.452583
11972.460938	-91.289047
12015.527344	-90.170174
12058.593750	-89.638916
12101.660156	-88.743698
12144.726562	-89.792557
12187.792969	-89.696915
12230.859375	-87.979393
12273.925781	-87.305992
12316.992188	-89.202347
12360.058594	-90.592453
12403.125000	-89.761040
12446.191406	-87.714622
12489.257812	-87.017952
12532.324219	-89.599998
12575.390625	-90.917603
12618.457031	-89.200912
12661.523438	-87.406174
12704.589844	-88.896149
12747.656250	-89.559769
12790.722656	-90.799751
12833.789062	-92.727341
12876.855469	-89.954269
12919.921875	-89.068169
12962.988281	-89.219177
13006.054688	-90.879738
13049.121094	-90.869377
13092.187500	-90.798599
13135.253906	-90.497078
13178.320312	-90.772545
13221.386719	-90.896782
13264.453125	-92.629005
13307.519531	-90.009056
13350.585938	-90.110390
13393.652344	-93.006950
13436.718750	-93.818436
13479.785156	-93.759735
13522.851562	-94.016937
13565.917969	-92.354294
13608.984375	-93.906586
13652.050781	-96.718750
13695.117188	-94.276810
13738.183594	-93.897911
13781.250000	-96.454353
13824.316406	-94.555092
13867.382812	-92.570686
13910.449219	-94.839417
13953.515625	-92.599686
13996.582031	-92.475281
14039.648438	-93.791908
14082.714844	-93.904640
14125.781250	-93.412140
14168.847656	-91.762726
14211.914062	-93.915573
14254.980469	-93.723785
14298.046875	-95.627174
14341.113281	-96.496712
14384.179688	-92.753326
14427.246094	-92.736053
14470.312500	-95.455589
14513.378906	-96.303192
14556.445312	-95.050758
14599.511719	-94.986511
14642.578125	-95.240906
14685.644531	-94.855331
14728.710938	-96.472435
14771.777344	-96.084663
14814.843750	-95.570053
14857.910156	-95.472450
14900.976562	-94.856529
14944.042969	-95.436745
14987.109375	-96.842827
15030.175781	-96.320038
15073.242188	-96.179672
15116.308594	-97.009666
15159.375000	-98.914230
15202.441406	-98.102760
15245.507812	-98.264885
15288.574219	-99.602501
15331.640625	-98.924744
15374.707031	-99.499390
15417.773438	-100.880295
15460.839844	-101.428864
15503.906250	-99.639870
15546.972656	-100.528168
15590.039062	-101.842422
15633.105469	-103.180199
15676.171875	-103.296059
15719.238281	-103.097488
15762.304688	-103.442139
15805.371094	-103.822182
15848.437500	-102.804810
15891.503906	-102.336372
15934.570312	-103.109695
15977.636719	-102.776840
16020.703125	-101.785446
16063.769531	-102.114555
16106.835938	-102.408752
16149.902344	-100.993919
16192.968750	-101.475685
16236.035156	-102.225311
16279.101562	-101.348526
16322.167969	-100.919327
16365.234375	-101.232544
16408.300781	-101.583229
16451.367188	-101.958412
16494.433594	-101.364723
16537.500000	-100.723083
16580.566406	-101.141243
16623.632812	-102.037094
16666.699219	-102.445152
16709.765625	-101.393608
16752.832031	-101.604523
16795.898438	-102.244133
16838.964844	-101.690643
16882.031250	-101.866226
16925.097656	-102.976547
16968.164062	-102.512535
17011.230469	-102.364342
17054.296875	-103.248428
17097.363281	-103.217155
17140.429688	-103.220329
17183.496094	-104.000496
17226.562500	-104.265907
17269.628906	-103.957886
17312.695312	-104.376450
17355.761719	-104.241074
17398.828125	-104.179352
17441.894531	-104.004829
17484.960938	-104.084457
17528.027344	-103.829979
17571.093750	-104.358620
17614.160156	-104.606186
17657.226562	-104.469772
17700.292969	-104.685493
17743.359375	-104.807526
17786.425781	-104.398750
17829.492188	-104.851807
17872.558594	-105.052979
17915.625000	-105.072327
17958.691406	-105.204140
18001.757812	-105.217049
18044.824219	-104.994781
18087.890625	-105.008308
18130.957031	-105.164162
18174.023438	-105.231110
18217.089844	-105.191574
18260.156250	-104.798149
18303.222656	-104.942169
18346.289062	-105.138031
18389.355469	-105.110565
18432.421875	-104.763481
18475.488281	-104.363396
18518.554688	-104.688789
18561.621094	-104.869354
18604.687500	-104.653885
18647.753906	-104.807915
18690.820312	-104.834206
18733.886719	-104.746170
18776.953125	-104.910416
18820.019531	-105.206955
18863.085938	-105.200745
18906.152344	-105.252144
18949.218750	-105.483788
18992.285156	-105.192764
19035.351562	-105.255829
19078.417969	-105.395912
19121.484375	-105.324036
19164.550781	-105.145096
19207.617188	-105.213715
19250.683594	-105.545807
19293.750000	-105.460144
19336.816406	-105.422272
19379.882812	-105.602959
19422.949219	-105.477982
19466.015625	-105.548172
19509.082031	-105.711731
19552.148438	-105.682533
19595.214844	-105.670387
19638.281250	-105.768394
19681.347656	-105.823814
19724.414062	-104.835846
19767.480469	-103.586830
19810.546875	-105.279152
19853.613281	-105.530411
19896.679688	-105.492043
19939.746094	-105.811188
19982.812500	-105.879059
20025.878906	-105.835953
20068.945312	-105.803841
20112.011719	-105.823677
20155.078125	-105.092522
20198.144531	-104.230156
20241.210938	-105.949997
20284.277344	-106.467033
20327.343750	-106.468918
20370.410156	-106.502304
20413.476562	-106.654259
20456.542969	-106.771980
20499.609375	-106.868469
20542.675781	-106.983894
20585.742188	-107.115326
20628.808594	-107.356316
20671.875000	-107.680573
20714.941406	-107.831383
20758.007812	-107.887596
20801.074219	-108.005531
20844.140625	-108.247757
20887.207031	-108.424980
20930.273438	-108.589439
20973.339844	-108.881073
21016.406250	-109.156326
21059.472656	-109.597542
21102.539062	-109.803810
21145.605469	-109.969566
21188.671875	-110.324242
21231.738281	-110.566490
21274.804688	-110.935097
21317.871094	-111.374290
21360.937500	-111.703751
21404.003906	-112.042412
21447.070312	-112.349998
21490.136719	-112.770447
21533.203125	-113.159042
21576.269531	-113.600258
21619.335938	-113.911865
21662.402344	-114.202667
21705.468750	-114.421059
21748.535156	-114.710052
21791.601562	-115.173752
21834.667969	-115.464203
21877.734375	-115.585564
21920.800781	-115.723740
21963.867188	-115.886414
22006.933594	-115.959427
