Frequency (Hz)	Level (dB)
15590.039062	-99.419716
15633.105469	-99.258392
15676.171875	-98.552277
15719.238281	-99.272194
15762.304688	-99.922859
15805.371094	-98.667793
15848.437500	-98.319633
15891.503906	-98.591820
15934.570312	-99.607620
15977.636719	-98.886047
16020.703125	-99.301323
16063.769531	-100.131660
16106.835938	-99.428673
16149.902344	-98.795341
16192.968750	-99.492119
16236.035156	-100.004517
16279.101562	-99.837669
16322.167969	-99.640480
16365.234375	-100.430428
16408.300781	-100.462013
16451.367188	-100.838875
16494.433594	-101.232025
16537.500000	-101.808090
16580.566406	-102.244926
16623.632812	-102.933205
16666.699219	-103.429390
16709.765625	-103.381386
16752.832031	-103.907402
16795.898438	-104.622528
16838.964844	-104.273895
16882.031250	-104.461731
16925.097656	-104.639854
16968.164062	-104.111557
17011.230469	-104.703400
17054.296875	-104.536293
17097.363281	-103.972305
17140.429688	-104.437454
17183.496094	-104.896492
17226.562500	-104.543823
17269.628906	-104.044777
17312.695312	-104.600258
17355.761719	-104.539459
17398.828125	-104.613892
17441.894531	-104.755730
17484.960938	-104.871765
17528.027344	-104.897041
17571.093750	-104.818260
17614.160156	-104.237198
17657.226562	-104.279930
17700.292969	-104.460045
17743.359375	-103.818260
17786.425781	-103.738976
17829.492188	-103.891113
17872.558594	-103.724716
17915.625000	-103.291855
17958.691406	-103.452026
18001.757812	-103.345100
18044.824219	-103.223679
18087.890625	-103.452690
18130.957031	-103.504547
18174.023438	-103.228828
18217.089844	-103.387794
18260.156250	-103.576088
18303.222656	-103.351204
18346.289062	-103.045883
18389.355469	-103.659088
18432.421875	-104.114487
18475.488281	-103.995911
18518.554688	-104.111412
18561.621094	-104.514473
18604.687500	-104.536156
18647.753906	-104.577286
18690.820312	-104.749001
18733.886719	-104.641121
18776.953125	-104.749657
18820.019531	-105.101685
18863.085938	-105.179222
18906.152344	-105.233788
18949.218750	-105.194542
18992.285156	-105.048119
19035.351562	-105.186195
19078.417969	-105.377136
19121.484375	-105.323044
19164.550781	-105.360916
19207.617188	-105.481750
19250.683594	-105.797684
19293.750000	-105.638062
19336.816406	-105.591438
19379.882812	-105.649261
19422.949219	-105.621201
19466.015625	-105.578949
19509.082031	-105.717026
19552.148438	-105.671539
19595.214844	-105.590149
19638.281250	-105.621895
19681.347656	-105.675728
19724.414062	-105.778465
19767.480469	-105.717964
19810.546875	-105.744164
19853.613281	-105.581573
19896.679688	-105.511284
19939.746094	-105.649628
19982.812500	-105.673889
20025.878906	-105.485207
20068.945312	-105.303604
20112.011719	-104.616570
20155.078125	-105.591911
20198.144531	-106.161278
20241.210938	-106.267029
20284.277344	-106.275467
20327.343750	-106.413742
20370.410156	-106.564598
20413.476562	-106.644028
20456.542969	-106.699425
20499.609375	-106.840363
20542.675781	-107.066284
20585.742188	-107.047226
20628.808594	-107.213936
20671.875000	-107.488579
20714.941406	-107.553078
20758.007812	-107.677628
20801.074219	-108.089653
20844.140625	-108.424149
20887.207031	-108.638321
20930.273438	-108.841141
20973.339844	-108.884384
21016.406250	-109.073021
21059.472656	-109.331528
21102.539062	-109.727486
21145.605469	-110.126732
21188.671875	-110.425659
21231.738281	-110.531685
21274.804688	-110.862564
21317.871094	-111.200813
21360.937500	-111.585411
21404.003906	-112.017204
21447.070312	-112.398621
21490.136719	-112.807823
21533.203125	-113.088600
21576.269531	-113.308403
21619.335938	-113.708557
21662.402344	-114.015503
21705.468750	-114.277985
21748.535156	-114.798271
21791.601562	-115.068878
21834.667969	-115.223732
21877.734375	-115.391090
21920.800781	-115.478798
21963.867188	-115.814117
22006.933594	-115.811440
